Market-Date,JBLU-Open-(USD),JBLU-Close-(USD),JBLU-Day-Price-Increase-(%),JBLU-Went-Up?,UAL-Open-(USD),UAL-Close-(USD),UAL-Day-Price-Increase-(%),UAL-Went-Up?,AAL-Open-(USD),AAL-Close-(USD),AAL-Day-Price-Increase-(%),AAL-Went-Up?,Average-Airline-Increase-(%),Average-Airline-Increase-Went-Up?,XOM-Open-(USD),XOM-Close-(USD),XOM-Day-Price-Increase-(%),XOM-Went-Up?,before-or-during-Covid,new-world-cases,new-world-cases-increase-(%),total-world-cases,total-world-cases-increase-(%),new-usa-cases,new-usa-cases-increase-(%),total-usa-cases,total-usa-cases-increase-(%),new-world-vaccinated,new-world-vaccinated-increase-(%),total-world-vaccinated,total-world-vaccinated-increase-(%),new-usa-vaccinated,new-usa-vaccinated-increase-(%),total-usa-vaccinated,total-usa-vaccinated-increase-(%)
4/3/2020,7.8,7.48,-4.102564103,FALSE,24.22,22.89,-5.49132948,FALSE,10.34,9.39,-9.18762089,FALSE,-6.260504824,FALSE,41.45,39.21,-5.404101327,FALSE,during,367310,2.803293646,4960332,7.9971313,32440,0.5081174867,292607,12.4689142,0,0,0,0,0,0,0,0
4/6/2020,7.82,7.73,-1.150895141,FALSE,23.9,24.02,0.5020920502,TRUE,9.72,9.5,-2.263374486,FALSE,-0.9707258589,FALSE,39.88,40.47,1.479438315,TRUE,during,960892,161.6024611,5921224,19.37152594,92485,185.095561,385092,31.60724111,0,0,0,0,0,0,0,0
4/7/2020,8.96,8.76,-2.232142857,FALSE,28.2,24.48,-13.19148936,FALSE,11.07,10.22,-7.678410117,FALSE,-7.700680778,FALSE,42.9,41.24,-3.869463869,FALSE,during,308368,-67.90815201,6229592,5.207842162,30150,-67.40011894,415242,7.829297934,0,0,0,0,0,0,0,0
4/8/2020,9.03,9.03,0,FALSE,25.65,27.51,7.251461988,TRUE,10.91,11.33,3.849679193,TRUE,3.700380394,TRUE,41.95,43.85,4.52920143,TRUE,during,353087,14.50182898,6582679,5.667899278,31244,3.628524046,446486,7.524287042,0,0,0,0,0,0,0,0
4/9/2020,9.75,9.5,-2.564102564,FALSE,29.92,31.5,5.280748663,TRUE,12.64,12.51,-1.028481013,FALSE,0.5627216953,TRUE,45.46,43.13,-5.125384954,FALSE,during,373746,5.850965909,6956425,5.677718753,36022,15.29253617,482508,8.067890147,0,0,0,0,0,0,0,0
4/13/2020,9.7722,9.03,-7.595014429,FALSE,32.63,28.91,-11.40055164,FALSE,12.9,11.56,-10.3875969,FALSE,-9.794387656,FALSE,44.45,42.76,-3.802024747,FALSE,during,1539707,311.9661481,8496132,22.13359592,116270,222.7749709,598778,24.09700979,0,0,0,0,0,0,0,0
4/14/2020,9.36,9.24,-1.282051282,FALSE,30.52,30.9,1.24508519,TRUE,12.22,11.95,-2.209492635,FALSE,-0.7488195757,FALSE,43,42.43,-1.325581395,FALSE,during,367765,-76.11461142,8863897,4.328616834,28497,-75.49066827,627275,4.75919289,0,0,0,0,0,0,0,0
4/15/2020,10.02,9.19,-8.283433134,FALSE,31.97,31.86,-0.344072568,FALSE,12.52,12.29,-1.837060703,FALSE,-3.488188802,FALSE,41,40.48,-1.268292683,FALSE,during,333959,-9.192283116,9197856,3.767631776,26375,-7.446397866,653650,4.204694911,0,0,0,0,0,0,0,0
4/16/2020,9.01,8.73,-3.107658158,FALSE,30.35,28.21,-7.05107084,FALSE,11.91,11.07,-7.052896725,FALSE,-5.737208574,FALSE,40.48,39.15,-3.285573123,FALSE,during,410943,23.05193152,9608799,4.467812934,29673,12.5042654,683323,4.539585405,0,0,0,0,0,0,0,0
4/17/2020,9.2,8.98,-2.391304348,FALSE,29.9,29.08,-2.742474916,FALSE,11.87,11.57,-2.527379949,FALSE,-2.553719738,FALSE,39.88,43.22,8.375125376,TRUE,during,371963,-9.485500422,9980762,3.871066509,33148,11.71098305,716471,4.851000186,0,0,0,0,0,0,0,0
4/20/2020,8.78,8.63,-1.708428246,FALSE,27.93,27.79,-0.5012531328,FALSE,11.15,11.06,-0.8071748879,FALSE,-1.005618756,FALSE,40.75,41.18,1.055214724,TRUE,during,973063,161.6020948,10953825,9.749385869,83013,150.4313986,799484,11.58637265,0,0,0,0,0,0,0,0
4/21/2020,8.5,8.33,-2,FALSE,27.01,27.88,3.221029248,TRUE,10.8,11,1.851851852,TRUE,1.0242937,TRUE,40.4,40.96,1.386138614,TRUE,during,320327,-67.08054874,11274152,2.924339215,25941,-68.7506776,825425,3.244717843,0,0,0,0,0,0,0,0
4/22/2020,8.5,7.86,-7.529411765,FALSE,27.3,25.88,-5.201465201,FALSE,11.09,10.27,-7.394048693,FALSE,-6.708308553,FALSE,42.6,42.13,-1.103286385,FALSE,during,345042,7.715553169,11619194,3.060469648,29946,15.43888054,855371,3.627949238,0,0,0,0,0,0,0,0
4/23/2020,7.97,8.01,0.5018820577,TRUE,26,25.72,-1.076923077,FALSE,10.36,10.25,-1.061776062,FALSE,-0.5456056938,FALSE,43.13,43.45,0.7419429631,TRUE,during,352566,2.1806041,11971760,3.03434128,32050,7.025980098,887421,3.746912159,0,0,0,0,0,0,0,0
4/24/2020,8.13,7.95,-2.21402214,FALSE,25.92,25.56,-1.388888889,FALSE,10.4,10.31,-0.8653846154,FALSE,-1.489431881,FALSE,44.4,43.73,-1.509009009,FALSE,during,388106,10.08038211,12359866,3.24184581,31497,-1.725429017,918918,3.549273682,0,0,0,0,0,0,0,0
4/27/2020,8.08,8.12,0.495049505,TRUE,25.99,25,-3.809157368,FALSE,10.53,10.02,-4.843304843,FALSE,-2.719137569,FALSE,43.59,43.94,0.8029364533,TRUE,during,934702,140.8367817,13294568,7.562395903,81194,157.7832809,1000112,8.835826483,0,0,0,0,0,0,0,0
4/28/2020,8.51,9.02,5.992949471,TRUE,25.86,27.84,7.656612529,TRUE,10.29,11.26,9.426627794,TRUE,7.692063265,TRUE,44.37,44.97,1.352265044,TRUE,during,314157,-66.38960867,13608725,2.363047825,24527,-69.79210286,1024639,2.452425328,0,0,0,0,0,0,0,0
4/29/2020,9.7696,10.13,3.688994432,TRUE,29.58,31.21,5.510480054,TRUE,12.1,12.63,4.380165289,TRUE,4.526546592,TRUE,46.26,47.46,2.594033722,TRUE,during,324503,3.29325783,13933228,2.384521695,26799,9.263260896,1051438,2.615457737,0,0,0,0,0,0,0,0
4/30/2020,9.96,9.74,-2.208835341,FALSE,29.66,29.58,-0.2697235334,FALSE,11.92,12.01,0.755033557,TRUE,-0.5745084391,FALSE,47.68,46.47,-2.537751678,FALSE,during,343685,5.911193425,14276913,2.466657403,29559,10.29889175,1080997,2.811292725,0,0,0,0,0,0,0,0
5/1/2020,9.16,9.02,-1.528384279,FALSE,28.1,26.62,-5.266903915,FALSE,11.41,10.64,-6.748466258,FALSE,-4.514584817,FALSE,45.63,43.14,-5.456936226,FALSE,during,364923,6.179495759,14641836,2.556035748,34846,17.88626138,1115843,3.223505708,0,0,0,0,0,0,0,0
5/4/2020,8.11,8.62,6.288532676,TRUE,23.91,25.26,5.646173149,TRUE,9.41,9.82,4.35706695,TRUE,5.430590925,TRUE,42.51,44.88,5.575158786,TRUE,during,938931,157.2956487,15580767,6.412658904,74208,112.9598806,1190051,6.65039795,0,0,0,0,0,0,0,0
5/5/2020,9.02,8.29,-8.093126386,FALSE,26.04,24.12,-7.373271889,FALSE,10.26,9.51,-7.30994152,FALSE,-7.592113265,FALSE,46.26,44.83,-3.091223519,FALSE,during,325597,-65.32258494,15906364,2.089736661,24051,-67.58974774,1214102,2.021005822,0,0,0,0,0,0,0,0
5/6/2020,8.35,8.02,-3.952095808,FALSE,23.96,22.91,-4.38230384,FALSE,9.58,9.25,-3.444676409,FALSE,-3.926358686,FALSE,44.93,43.99,-2.092143334,FALSE,during,372610,14.4390151,16278974,2.342521522,24390,1.409504802,1238492,2.008892169,0,0,0,0,0,0,0,0
5/7/2020,7.97,8.18,2.634880803,TRUE,22.96,22.75,-0.9146341463,FALSE,9.3,9.54,2.580645161,TRUE,1.433630606,TRUE,44.96,44.24,-1.601423488,FALSE,during,368720,-1.043987011,16647694,2.26500761,27625,13.26363264,1266117,2.230535199,0,0,0,0,0,0,0,0
5/8/2020,8.4,9.09,8.214285714,TRUE,23.58,25.42,7.80322307,TRUE,9.78,10.14,3.680981595,TRUE,6.56616346,TRUE,45.31,46.18,1.920105937,TRUE,during,375491,1.836352788,17023185,2.255513586,27137,-1.766515837,1293254,2.143324827,0,0,0,0,0,0,0,0
5/11/2020,8.81,8.56,-2.837684449,FALSE,24.5,23.97,-2.163265306,FALSE,9.92,10.1,1.814516129,TRUE,-1.062144542,FALSE,46.11,45.74,-0.8024289742,FALSE,during,960447,155.7842931,17983632,5.641993552,62096,128.8241147,1355350,4.80153164,0,0,0,0,0,0,0,0
5/12/2020,8.56,8.06,-5.841121495,FALSE,23.95,22.76,-4.96868476,FALSE,10.01,9.65,-3.596403596,FALSE,-4.80206995,FALSE,45.42,44.12,-2.862175253,FALSE,during,348091,-63.7573963,18331723,1.935598994,23484,-62.18113888,1378834,1.732688973,0,0,0,0,0,0,0,0
5/13/2020,8.02,7.89,-1.620947631,FALSE,22.51,20.71,-7.996446024,FALSE,9.52,9.11,-4.306722689,FALSE,-4.641372115,FALSE,43.74,41.93,-4.138088706,FALSE,during,342981,-1.468006929,18674704,1.870969794,20068,-14.54607392,1398902,1.455432634,0,0,0,0,0,0,0,0
5/14/2020,7.67,8.23,7.301173403,TRUE,19.72,20.3,2.941176471,TRUE,8.77,9.15,4.33295325,TRUE,4.858434375,TRUE,41.07,42.3,2.994886779,TRUE,during,388819,13.36458871,19063523,2.082062452,25878,28.95156468,1424780,1.849879405,0,0,0,0,0,0,0,0
5/15/2020,8.04,8.24,2.487562189,TRUE,19.67,19.92,1.270971022,TRUE,8.85,9.04,2.146892655,TRUE,1.968475289,TRUE,42.38,42,-0.8966493629,FALSE,during,390798,0.5089771848,19454321,2.049977856,24827,-4.061364866,1449607,1.742514634,0,0,0,0,0,0,0,0
5/18/2020,8.78,8.98,2.277904328,TRUE,21.79,24.13,10.73887104,TRUE,9.62,9.87,2.598752599,TRUE,5.205175989,TRUE,44.4,45.34,2.117117117,TRUE,during,1057246,170.5351614,20511567,5.434504756,64903,161.4210336,1514510,4.477282463,0,0,0,0,0,0,0,0
5/19/2020,9.2,8.92,-3.043478261,FALSE,25.62,23.68,-7.572209212,FALSE,10.14,9.64,-4.930966469,FALSE,-5.182217981,FALSE,45.55,43.94,-3.534577387,FALSE,during,387726,-63.32679433,20899293,1.890279763,20549,-68.33890575,1535059,1.356808473,0,0,0,0,0,0,0,0
5/20/2020,9.12,9.19,0.7675438596,TRUE,24.38,24.91,2.173913043,TRUE,9.91,9.87,-0.4036326942,FALSE,0.8459414028,TRUE,44.62,45.37,1.680860601,TRUE,during,426744,10.06329212,21326037,2.041906394,22838,11.13922819,1557897,1.487760405,0,0,0,0,0,0,0,0
5/21/2020,9.27,9.42,1.618122977,TRUE,25.09,25.84,2.989238741,TRUE,9.87,9.89,0.2026342452,TRUE,1.603331988,TRUE,45.44,44.56,-1.936619718,FALSE,during,428702,0.4588230883,21754739,2.010228154,25093,9.873894387,1582990,1.610696984,0,0,0,0,0,0,0,0
5/22/2020,9.59,9.24,-3.649635036,FALSE,26.38,25.4,-3.714935557,FALSE,10.02,9.7,-3.193612774,FALSE,-3.519394456,FALSE,44.05,44.6,1.248581158,TRUE,during,434928,1.452290869,22189667,1.999233362,23831,-5.029291037,1606821,1.505442233,0,0,0,0,0,0,0,0
5/26/2020,10.03,10.565,5.333998006,TRUE,27.48,29.54,7.49636099,TRUE,10.27,11.14,8.47127556,TRUE,7.100544852,TRUE,45.74,45.91,0.3716659379,TRUE,during,1529080,251.5708347,23718747,6.890955146,77863,226.7298896,1684684,4.845779337,0,0,0,0,0,0,0,0
5/27/2020,11.66,10.9,-6.518010292,FALSE,32.25,30.69,-4.837209302,FALSE,12.43,11.98,-3.620273532,FALSE,-4.991831042,FALSE,46.66,46.24,-0.9001285898,FALSE,during,413586,-72.95197112,24132333,1.743709311,18801,-75.85374311,1703485,1.115995641,0,0,0,0,0,0,0,0
5/28/2020,10.7,10.17,-4.953271028,FALSE,30,28.89,-3.7,FALSE,11.78,10.98,-6.791171477,FALSE,-5.148147502,FALSE,46.43,45.04,-2.993754038,FALSE,during,488212,18.04364751,24620545,2.023061757,21129,12.38232009,1724614,1.240339657,0,0,0,0,0,0,0,0
5/29/2020,9.89,10.07,1.820020222,TRUE,27.11,28.04,3.430468462,TRUE,10.48,10.5,0.1908396947,TRUE,1.813776126,TRUE,44.82,45.47,1.450245426,TRUE,during,490708,0.511253308,25111253,1.993083419,24777,17.26536987,1749391,1.436669307,0,0,0,0,0,0,0,0
6/1/2020,10.1445,10.2,0.5470944847,TRUE,28.19,29.46,4.505143668,TRUE,10.79,11.11,2.96570899,TRUE,2.672649048,TRUE,45.32,46.28,2.118270079,TRUE,during,1363574,177.8789015,26474827,5.430131264,59330,139.455947,1808721,3.391465944,0,0,0,0,0,0,0,0
6/2/2020,10.46,10.31,-1.434034417,FALSE,30.12,29.91,-0.6972111554,FALSE,11.4,11.22,-1.578947368,FALSE,-1.23673098,FALSE,46.86,47.31,0.9603072983,TRUE,during,496229,-63.60820902,26971056,1.874342748,20060,-66.18911175,1828781,1.109070995,0,0,0,0,0,0,0,0
6/3/2020,10.53,11.27,7.027540361,TRUE,30.75,33.65,9.430894309,TRUE,11.56,11.85,2.508650519,TRUE,6.32236173,TRUE,48,49.24,2.583333333,TRUE,during,461380,-7.022765699,27432436,1.71064863,19085,-4.860418744,1847866,1.043591332,0,0,0,0,0,0,0,0
6/4/2020,12.14,13.02,7.248764415,TRUE,35.77,39.1,9.309477216,TRUE,12.85,16.719999,30.11672374,TRUE,15.55832179,TRUE,48.88,49.1,0.4500818331,TRUE,during,561075,21.60800208,27993511,2.045297764,27807,45.70081216,1875673,1.504816908,0,0,0,0,0,0,0,0
6/5/2020,15.1,13.69,-9.337748344,FALSE,48.95,42.41,-13.36057201,FALSE,21.25,18.59,-12.51764706,FALSE,-11.7386558,FALSE,51.65,53.08,2.768635044,TRUE,during,538957,-3.94207548,28532468,1.925292615,26338,-5.28284245,1902011,1.404189323,0,0,0,0,0,0,0,0
6/8/2020,14.86,15.59,4.912516824,TRUE,45.86,48.69,6.170955081,TRUE,19.860001,20.309999,2.265850843,TRUE,4.449774249,TRUE,54.72,54.74,0.0365497076,TRUE,during,1384023,156.7965533,29916491,4.850695005,54879,108.3643405,1956890,2.885314543,0,0,0,0,0,0,0,0
6/9/2020,14.32,14.21,-0.7681564246,FALSE,45,44.64,-0.8,FALSE,18.450001,18.549999,0.5419945506,TRUE,-0.342053958,FALSE,52.88,53.52,1.210287443,TRUE,during,507849,-63.30631789,30424340,1.697555372,20338,-62.94028681,1977228,1.039302158,0,0,0,0,0,0,0,0
6/10/2020,13.34,12.63,-5.322338831,FALSE,42.04,39.72,-5.518553758,FALSE,17.690001,17.02,-3.787455976,FALSE,-4.876116188,FALSE,53.5,50.65,-5.327102804,FALSE,during,553030,8.896542082,30977370,1.817722258,21776,7.070508408,1999004,1.101339856,0,0,0,0,0,0,0,0
6/11/2020,11.15,11.11,-0.3587443946,FALSE,33.26,33.32,0.1803968731,TRUE,14.61,14.38,-1.574264203,FALSE,-0.5842039082,FALSE,47.53,46.18,-2.840311382,FALSE,during,549284,-0.6773592753,31526654,1.773178291,22309,2.447648788,2021313,1.116005771,0,0,0,0,0,0,0,0
6/12/2020,12.26,12.22,-0.3262642741,FALSE,37.51,39.66,5.731804852,TRUE,16.82,16.74,-0.4756242568,FALSE,1.64330544,TRUE,48.04,47.17,-1.810990841,FALSE,during,514473,-6.33752303,32041127,1.631866801,25554,14.54569905,2046867,1.264227757,0,0,0,0,0,0,0,0
6/15/2020,11.4,12.01,5.350877193,TRUE,36.04,39,8.213096559,TRUE,15.27,16.700001,9.364774067,TRUE,7.64291594,TRUE,45.35,47.14,3.94707828,TRUE,during,1573152,205.779312,33614279,4.909789846,64185,151.1739845,2111052,3.135767981,0,0,0,0,0,0,0,0
6/16/2020,12.95,12.27,-5.250965251,FALSE,42.51,40.21,-5.410491649,FALSE,18.360001,17.030001,-7.24400832,FALSE,-5.968488407,FALSE,49.57,48.2,-2.763768408,FALSE,during,579729,-63.14857051,34194008,1.724651003,24639,-61.61252629,2135691,1.167143206,0,0,0,0,0,0,0,0
6/17/2020,12.06,11.935,-1.036484245,FALSE,39.09,39.25,0.4093118445,TRUE,16.76,16.98,1.312649165,TRUE,0.2284922548,TRUE,48,46.63,-2.854166667,FALSE,during,577526,-0.3800051403,34771534,1.68896843,27082,9.915175129,2162773,1.268067337,0,0,0,0,0,0,0,0
6/18/2020,11.7,12.04,2.905982906,TRUE,37.65,39.34,4.488711819,TRUE,16.370001,16.49,0.7330421055,TRUE,2.70924561,TRUE,46.11,46.92,1.756668835,TRUE,during,577625,0.01714208538,35349159,1.661200797,28240,4.275902814,2191013,1.305731115,0,0,0,0,0,0,0,0
6/19/2020,12.23,11.4,-6.786590352,FALSE,39.94,36.84,-7.761642464,FALSE,16.889999,16,-5.269384563,FALSE,-6.60587246,FALSE,48.22,45.98,-4.645375363,FALSE,during,729164,26.23484094,36078323,2.062747801,30986,9.723796034,2221999,1.414231682,0,0,0,0,0,0,0,0
6/22/2020,11.12,11.21,0.809352518,TRUE,35.18,36.54,3.86583286,TRUE,14.9,14.92,0.1342281879,TRUE,1.603137855,TRUE,45.69,46.42,1.597723791,TRUE,during,1774515,143.3629472,37852838,4.918507437,87712,183.0697734,2309711,3.94743652,0,0,0,0,0,0,0,0
6/23/2020,11.27,11.34,0.6211180124,TRUE,36.56,36.08,-1.312910284,FALSE,13.76,14,1.744186047,TRUE,0.3507979251,TRUE,46.9,46.7,-0.4264392324,FALSE,during,677225,-61.83605098,38530063,1.789099671,38887,-55.66513134,2348598,1.683630549,0,0,0,0,0,0,0,0
6/24/2020,11.05,10.255,-7.194570136,FALSE,34.68,33.07,-4.642445213,FALSE,13.59,13.04,-4.047093451,FALSE,-5.294702933,FALSE,45.91,44.5,-3.071226312,FALSE,during,690931,2.023847318,39220994,1.793225721,36309,-6.62946486,2384907,1.545986159,0,0,0,0,0,0,0,0
6/25/2020,10.05,10.67,6.169154229,TRUE,31.35,34.69,10.6539075,TRUE,12.53,13.17,5.107741421,TRUE,7.310267717,TRUE,44.05,45.17,2.542565267,TRUE,during,722681,4.595249019,39943675,1.842587161,39352,8.380842215,2424259,1.650043377,0,0,0,0,0,0,0,0
6/26/2020,10.59,10.3,-2.738432483,FALSE,34.5,32.89,-4.666666667,FALSE,13.2,12.38,-6.212121212,FALSE,-4.539073454,FALSE,44.88,43.62,-2.807486631,FALSE,during,775322,7.284126745,40718997,1.941038224,49071,24.69760114,2473330,2.02416491,0,0,0,0,0,0,0,0
6/29/2020,10.37,11.055,6.605593057,TRUE,33.2,35.27,6.234939759,TRUE,12.57,13.32,5.966587112,TRUE,6.269039976,TRUE,43.81,44.32,1.164117781,TRUE,during,2002563,158.2879113,42721560,4.918006698,125282,155.3076155,2598612,5.0653168,0,0,0,0,0,0,0,0
6/30/2020,10.9,10.9,0,FALSE,34.6,34.61,0.0289017341,TRUE,13.1,13.07,-0.2290076336,FALSE,-0.0667019665,FALSE,43.43,44.72,2.97029703,TRUE,during,738749,-63.10982476,43460309,1.729218221,50039,-60.05890711,2648651,1.9256049,0,0,0,0,0,0,0,0
7/1/2020,11.32,10.67,-5.74204947,FALSE,36.92,34.45,-6.690140845,FALSE,13.48,12.81,-4.970326409,FALSE,-5.800838908,FALSE,44.49,43.71,-1.753202967,FALSE,during,864929,17.08022617,44325238,1.990158422,49333,-1.410899498,2697984,1.862570795,0,0,0,0,0,0,0,0
7/2/2020,11.075,10.67,-3.656884876,FALSE,35.88,34.14,-4.849498328,FALSE,13.35,12.5,-6.367041199,FALSE,-4.957808134,FALSE,44.62,44.08,-1.210219632,FALSE,during,824169,-4.712525537,45149407,1.859367343,55075,11.63926783,2753059,2.041339015,0,0,0,0,0,0,0,0
7/6/2020,10.8831,11.01,1.166028062,TRUE,34.76,35.21,1.294591484,TRUE,12.8,12.8,0,FALSE,0.8202065153,TRUE,44.67,44.39,-0.6268188941,FALSE,during,3001523,264.1878061,48150930,6.647978787,195244,254.5056741,2948303,7.091893054,0,0,0,0,0,0,0,0
7/7/2020,10.79,10.5,-2.687673772,FALSE,34.07,32.55,-4.461402994,FALSE,12.51,11.91,-4.79616307,FALSE,-3.981746612,FALSE,43.9,43.24,-1.503416856,FALSE,during,841520,-71.9635665,48992450,1.747671333,57425,-70.58808465,3005728,1.94773061,0,0,0,0,0,0,0,0
7/8/2020,10.35,10.6,2.415458937,TRUE,31.62,32.53,2.877925364,TRUE,11.6,11.99,3.362068966,TRUE,2.885151089,TRUE,43.15,43.14,-0.02317497103,FALSE,during,865445,2.843069683,49857895,1.766486469,60485,5.328689595,3066213,2.012324468,0,0,0,0,0,0,0,0
7/9/2020,10.44,9.98,-4.406130268,FALSE,32,30.17,-5.71875,FALSE,11.94,11.18,-6.365159129,FALSE,-5.496679799,FALSE,42.9,41.36,-3.58974359,FALSE,during,902573,4.290047317,50760468,1.810291028,59807,-1.120939076,3126020,1.95051681,0,0,0,0,0,0,0,0
7/10/2020,9.93,10.6,6.747230614,TRUE,29.38,32.67,11.19809394,TRUE,11,11.94,8.545454545,TRUE,8.8302597,TRUE,41.12,42.65,3.720817121,TRUE,during,937353,3.853427922,51697821,1.84662009,68742,14.93972277,3194762,2.199026238,0,0,0,0,0,0,0,0
7/13/2020,10.72,10.17,-5.130597015,FALSE,33.23,31.76,-4.423713512,FALSE,12.13,11.63,-4.122011542,FALSE,-4.558774023,FALSE,42.98,42.66,-0.7445323406,FALSE,during,2412534,157.3773168,54110355,4.666606742,180261,162.228332,3375023,5.642392141,0,0,0,0,0,0,0,0
7/14/2020,10.02,10.39,3.69261477,TRUE,30.7,31.74,3.38762215,TRUE,11.32,11.57,2.208480565,TRUE,3.096239162,TRUE,42.53,44.07,3.620973431,TRUE,during,887588,-63.20930607,54997943,1.640329286,65736,-63.53287733,3440759,1.94772006,0,0,0,0,0,0,0,0
7/15/2020,10.99,11.55,5.095541401,TRUE,34.13,36.37,6.563140932,TRUE,12.45,13.44,7.951807229,TRUE,6.536829854,TRUE,45.03,44.63,-0.8882966911,FALSE,during,923787,4.078356174,55921730,1.679675547,66289,0.8412437629,3507048,1.926580734,0,0,0,0,0,0,0,0
7/16/2020,11.2972,11.02,-2.453705343,FALSE,34.6,34.49,-0.3179190751,FALSE,12.8,12.45,-2.734375,FALSE,-1.835333139,FALSE,44.31,44.28,-0.06770480704,FALSE,during,985395,6.669069818,56907125,1.762096773,70759,6.743200229,3577807,2.017622798,0,0,0,0,0,0,0,0
7/17/2020,11.05,10.82,-2.081447964,FALSE,34.27,33.92,-1.02130143,FALSE,12.48,11.91,-4.567307692,FALSE,-2.556685695,FALSE,44.33,43.52,-1.827205053,FALSE,during,955906,-2.992607026,57863031,1.679765056,66440,-6.103817182,3644247,1.857003466,0,0,0,0,0,0,0,0
7/20/2020,10.82,10.53,-2.680221811,FALSE,33.9,32.33,-4.631268437,FALSE,11.93,11.47,-3.85582565,FALSE,-3.722438633,FALSE,43.21,42.5,-1.643138162,FALSE,during,2637353,175.9008731,60500384,4.55792404,184181,177.2140277,3828428,5.054020762,0,0,0,0,0,0,0,0
7/21/2020,10.6,10.57,-0.2830188679,FALSE,32.64,33.07,1.317401961,TRUE,11.57,11.47,-0.8643042351,FALSE,0.05669295267,TRUE,43.15,44.65,3.476245655,TRUE,during,978145,-62.91186656,61478529,1.616758333,68285,-62.92505742,3896713,1.783630252,0,0,0,0,0,0,0,0
7/22/2020,10.48,10.62,1.335877863,TRUE,32.82,31.67,-3.503960999,FALSE,11.38,11.36,-0.1757469244,FALSE,-0.7812766868,FALSE,44.15,43.61,-1.223103058,FALSE,during,1108027,13.27839942,62586556,1.802299141,67447,-1.22720949,3964160,1.730869068,0,0,0,0,0,0,0,0
7/23/2020,10.55,10.71,1.516587678,TRUE,31.35,33.23,5.996810207,TRUE,11.27,11.77,4.436557232,TRUE,3.983318372,TRUE,43.4,43.7,0.6912442396,TRUE,during,1126699,1.685157492,63713255,1.800225275,67777,0.4892730588,4031937,1.709744309,0,0,0,0,0,0,0,0
7/24/2020,10.77,10.29,-4.456824513,FALSE,32.88,32.88,0,FALSE,11.67,11.39,-2.399314482,FALSE,-2.285379665,FALSE,43.88,43.43,-1.025524157,FALSE,during,1142137,1.370197364,64855392,1.792620703,74944,10.57438364,4106881,1.858759202,0,0,0,0,0,0,0,0
7/27/2020,10.3165,10.225,-0.8869287064,FALSE,32.89,32.42,-1.429005777,FALSE,11.48,11.39,-0.7839721254,FALSE,-1.033302203,FALSE,43.23,44.07,1.943095073,TRUE,during,2803877,145.4939294,67659269,4.323275079,179369,139.3373719,4286250,4.367523676,0,0,0,0,0,0,0,0
7/28/2020,10.1001,10.31,2.078197246,TRUE,32.27,33.46,3.687635575,TRUE,11.37,11.77,3.518029903,TRUE,3.094620908,TRUE,43.91,43.55,-0.8198588021,FALSE,during,1062184,-62.11731114,68721453,1.569901679,64553,-64.011061,4350803,1.506048411,0,0,0,0,0,0,0,0
7/29/2020,10.24,9.95,-2.83203125,FALSE,33.61,32.57,-3.094317168,FALSE,11.8,11.4,-3.389830508,FALSE,-3.105392975,FALSE,43.71,44.03,0.7320979181,TRUE,during,1089789,2.598890588,69811242,1.585806109,64058,-0.7668117671,4414861,1.472325913,0,0,0,0,0,0,0,0
7/30/2020,9.82,10.2,3.869653768,TRUE,32.03,31.74,-0.9054011864,FALSE,11.22,11.18,-0.3565062389,FALSE,0.8692487809,TRUE,43.13,41.87,-2.921400417,FALSE,during,1137435,4.372038991,70948677,1.629300622,69187,8.006806332,4484048,1.567138807,0,0,0,0,0,0,0,0
7/31/2020,10.08,10.34,2.579365079,TRUE,31.69,31.38,-0.9782265699,FALSE,11.16,11.12,-0.3584229391,FALSE,0.4142385233,TRUE,41.16,42.08,2.235179786,TRUE,during,1160063,1.989388405,72108740,1.635073477,64367,-6.966626678,4548415,1.435466346,0,0,0,0,0,0,0,0
8/3/2020,10.24,10.11,-1.26953125,FALSE,31.33,31.87,1.723587616,TRUE,11.07,11.08,0.09033423668,TRUE,0.1814635342,TRUE,42.05,42.25,0.4756242568,TRUE,during,2757335,137.6883842,74866075,3.823856858,146195,127.1272546,4694610,3.214196594,0,0,0,0,0,0,0,0
8/4/2020,10.15,10.29,1.379310345,TRUE,32.01,32.29,0.8747266479,TRUE,11.21,11.47,2.319357716,TRUE,1.524464903,TRUE,42.34,43.47,2.668871044,TRUE,during,1073212,-61.07792488,75939287,1.433509103,61632,-57.84260748,4756242,1.312824707,0,0,0,0,0,0,0,0
8/5/2020,10.48,10.745,2.528625954,TRUE,33.31,33.73,1.260882618,TRUE,11.84,12.56,6.081081081,TRUE,3.290196551,TRUE,44.15,43.85,-0.6795016988,FALSE,during,1111328,3.551581607,77050615,1.463442763,54136,-12.16251298,4810378,1.138209536,0,0,0,0,0,0,0,0
8/6/2020,10.83,10.82,-0.09233610342,FALSE,34.25,34.4,0.4379562044,TRUE,13.04,13.04,0,FALSE,0.1152067003,TRUE,43.4,43.64,0.5529953917,TRUE,during,1159315,4.317987129,78209930,1.504614856,60052,10.9280331,4870430,1.248384223,0,0,0,0,0,0,0,0
8/7/2020,10.69,10.76,0.6548175865,TRUE,33.9,34.33,1.268436578,TRUE,12.86,13.03,1.32192846,TRUE,1.081727542,TRUE,43.23,43.44,0.4857737682,TRUE,during,1143788,-1.339325377,79353718,1.462458795,60440,0.6461067075,4930870,1.240958191,0,0,0,0,0,0,0,0
